GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2168,1988,73,90,280,4946,65.000,0.00,11.89,3.428,1.352,66.853,40.588
99,2163,1988,73,92,280,4946,66.000,2.92,11.88,3.938,1.363,69.690,44.391
99,2168,1990,73,91,280,4946,69.000,3.85,11.89,3.545,1.359,68.711,43.134
99,2198,1988,72,91,280,4946,64.000,0.88,11.88,3.762,1.370,70.665,47.402
98,2197,1988,72,91,280,4946,56.000,5.04,11.89,3.690,1.370,70.652,48.339
99,2191,1988,72,91,281,4946,56.000,5.22,11.88,4.387,1.368,73.351,52.172
99,2198,1988,72,90,281,4948,56.000,1.40,11.89,4.398,1.367,73.012,51.744
94,2173,1988,72,93,280,4948,55.000,3.99,11.88,4.394,1.367,74.042,52.990
94,2173,1988,72,93,280,4948,54.000,4.80,11.88,4.259,1.367,73.515,51.903
83,2031,1986,72,91,279,4948,54.000,2.65,11.88,4.214,1.367,73.929,52.477
93,2165,1988,72,92,281,4948,53.000,2.74,11.89,4.248,1.365,74.521,53.009
95,2196,1988,72,92,281,4948,53.000,4.19,11.88,4.350,1.366,74.621,52.626
93,2205,1988,72,92,281,4948,54.000,4.68,11.88,4.223,1.367,73.472,51.457
99,2180,1988,72,91,282,4948,56.000,0.33,11.88,4.462,1.365,75.120,53.941
99,2195,1988,72,90,280,4948,55.000,4.06,11.89,4.394,1.365,74.214,52.852
98,2181,1988,73,92,280,4948,56.000,4.14,11.88,4.389,1.364,75.331,54.553
92,2180,1990,72,92,281,4948,59.000,2.28,11.89,4.418,1.366,74.702,53.352
70,1840,1978,72,92,272,4948,61.000,4.12,11.88,4.451,1.366,74.584,53.566
69,1810,1982,71,88,248,4949,61.000,3.53,11.89,4.428,1.368,72.610,50.167
69,1865,1980,70,86,237,4950,62.000,1.09,11.88,4.342,1.368,73.164,50.148
