GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2223,1988,68,88,281,4110,93.000,0.94,10.39,3.880,1.362,74.734,51.654
99,2262,1988,69,87,281,4110,97.000,3.24,10.36,4.125,1.362,73.533,50.772
99,2269,1990,69,90,280,4110,98.000,2.89,10.37,4.164,1.358,75.100,53.078
99,2265,1988,69,89,281,4110,98.000,3.58,10.37,3.844,1.359,74.519,51.872
99,2250,1988,69,88,281,4110,98.000,1.02,10.37,3.843,1.360,74.831,52.708
99,2231,1988,69,87,280,4110,97.000,4.62,10.36,3.799,1.361,74.570,51.618
99,2220,1988,69,87,281,4110,98.000,2.99,10.32,3.845,1.360,74.003,51.128
99,2212,1988,68,88,281,4110,89.000,1.19,10.31,3.620,1.359,73.569,50.453
99,2200,1988,69,87,281,4110,81.000,3.18,10.31,3.421,1.363,72.060,48.567
99,2201,1988,69,89,281,4110,79.000,3.41,10.31,3.193,1.360,70.547,45.250
99,2200,1990,70,88,280,4110,78.000,2.94,10.32,3.496,1.358,71.047,46.142
99,2213,1988,70,88,280,4110,79.000,0.58,10.31,3.134,1.358,70.573,44.286
99,2200,1988,70,88,281,4110,71.000,2.38,10.31,3.271,1.360,70.625,44.875
99,2233,1990,70,88,280,4110,57.000,4.39,10.31,3.448,1.360,70.931,46.551
98,2232,1988,70,88,281,4110,59.000,0.74,10.31,4.000,1.365,74.043,52.405
98,2225,1988,70,88,281,4110,64.000,3.47,10.31,4.096,1.365,74.144,52.119
99,2221,1990,70,90,280,4110,63.000,3.95,10.31,4.055,1.365,74.137,53.082
97,2215,1990,70,89,281,4110,62.000,3.63,10.30,3.989,1.365,73.739,51.341
99,2217,1988,70,89,280,4110,63.000,0.00,10.31,4.155,1.365,74.256,53.232
97,2227,1990,70,88,281,4110,63.000,3.46,10.30,3.956,1.365,74.213,51.731
95,2194,1988,70,88,280,4110,65.000,4.56,10.31,4.019,1.366,74.228,53.017
93,2190,1988,70,88,280,4110,65.000,2.67,10.31,3.865,1.365,73.602,51.700
87,2101,1986,70,87,278,4110,65.000,0.00,10.31,3.980,1.365,73.964,52.595
98,2246,1990,69,89,281,4110,65.000,5.04,10.30,3.885,1.366,73.359,51.290
99,2226,1988,70,89,281,4110,66.000,3.02,10.31,4.113,1.366,73.445,51.848
87,2135,1988,70,89,280,4110,60.000,2.13,10.30,3.885,1.366,73.400,51.103
84,2031,1982,70,88,278,4110,56.000,4.21,10.31,4.184,1.366,73.703,51.233
73,1949,1998,69,87,264,4110,61.000,6.12,10.30,4.134,1.367,73.162,50.014
75,1880,1980,69,84,257,4111,69.000,3.69,10.30,4.548,1.366,73.513,51.471
80,1982,1984,69,87,257,4113,70.000,5.76,10.30,4.639,1.366,73.588,52.540
75,1868,1984,68,85,243,4113,80.000,5.45,10.30,4.724,1.368,74.377,53.640
84,2099,1982,69,89,270,4113,116.000,3.23,10.30,4.540,1.365,73.645,52.406
